ProductID,productURL,Name,Description,ProductSKU,Price PL,Margin,Convert,Price UA,Price,ImageURL,InStock
50298418,https://www.ikea.com/pl/pl/p/flisat-stolik-dzieciecy-50298418/,"IKEA FLISAT Дитячий стіл,","<p>Ми в IKEA любимо створювати продукти, які можна вміло використовувати разом. Тому контейнери TROFAST підходять під кришки столу. Ваша дитина може тримати іграшки під рукою - і швидко прибирати!</p><br> <strong> Інформація про Продукт</strong><br ><br>Дитячий стіл стане як практичним місцем для занять образотворчим мистецтвом, так і корисним рішенням для зберігання, якщо доповнити його ящиками TROFAST різних розмірів і кольорів.<br >Завдяки контейнерам для зберігання TROFAST під кришкою вашій дитині буде легше дотягнутися до своїх іграшок - і швидко їх прибрати!<br ><br><strong> Дизайнер</strong><br >С. Фагер / Дж. Карлссон<br><br><strong>Матеріали</strong><br >Стільниця / ніжка:<br >Масив сосни, тонований прозорим акриловим лаком<br >Обкладинка буфера обміну:<br >ДВП, Акрилова фарба, Прозорий акриловий лак<br >Догляд<br >Протріть вологою тканиною.<br >Wycierać czystą, suchą szmatką.<br><br><strong>Розміри</strong><br><br>Довжина :  83 см<br >Ширина :  58 см<br >Висота :  48 см",502.984.18,349.0,1.3,7.5,0,3402.75,https://www.ikea.com/pl/pl/images/products/flisat-stolik-dzieciecy__0735831_pe740206_s5.jpg?f=s,True
60265163,https://www.ikea.com/pl/pl/p/bolmen-stolek-ze-schodkiem-bialy-60265163/,"IKEA BOLMEN Табурет зі сходинкою, білий","<p>Цей стійкий нековзкий білий табурет підніме ваших дітей на одну сходинку вище, щоб вони могли брати участь і вчитися. Табурет також дозволений для використання дорослими, тому ви можете сміливо діставати предмети з верхньої полиці.</p><br> <strong> Інформація про Продукт</strong><br ><br>Стілець підходить як для дітей, так і для дорослих, оскільки він протестований і схвалений для навантаження до 100 кг.<br >Верхній запобіжник знижує ризик ковзання.<br >Табурет міцно стоїть на місці завдяки захисту від ковзання знизу.<br ><br><strong> Дизайнер</strong><br >К Хагберг / М Хагберг<br><br><strong>Матеріали</strong><br >Основний матеріал:<br >Поліпропіленовий пластик<br >Ніжки / ручка:<br >синтетичний каучук<br >Догляд<br >Протріть сухою тканиною.<br >За потреби протріть м’якою тканиною, змоченою у воді та м’якому неабразивному мийному засобі або милі.<br><br><strong>Розміри</strong><br><br>Ширина :  44 см<br >Глибина :  35 см<br >Висота сидіння :  25 см<br >Навантаження :  100 кг",602.651.63,29.99,1.3,7.5,0,292.40250000000003,https://www.ikea.com/pl/pl/images/products/bolmen-stolek-ze-schodkiem-bialy__0284761_pe421943_s5.jpg?f=s,True
40153699,https://www.ikea.com/pl/pl/p/kritter-krzeselko-dzieciece-bialy-40153699/,IKEA KRITTER Стільчик дитячий білий,"<p>Зручно сидіти, коли прийшов час читати, малювати або працювати над творами мистецтва та рукоділлям.</p><br> <strong> Інформація про Продукт</strong><br ><br>Якщо ви хочете створити невеликий куточок для ігор і читання, ви можете поєднати крісло з відповідним дитячим столиком KRITTER.<br ><br><strong> Дизайнер</strong><br >IKEA зі Швеції<br><br><strong>Матеріали</strong><br >Основні частини:<br >масив каучукового дерева, акрилова фарба<br >Назад:<br >міцний полістироловий матеріал<br >Сидіння:<br >ДВП, Акрилова фарба, Акрилова фарба<br >Догляд<br >Протріть вологою тканиною.<br >Витріть насухо чистою тканиною<br><br><strong>Розміри</strong><br><br>Ширина :  27 см<br >Глибина :  29 см<br >Висота :  53 см<br >Ширина сидіння :  27 см<br >Глибина сидіння :  29 см<br >Висота сидіння :  30 см",401.536.99,79.99,1.3,7.5,0,779.9024999999999,https://www.ikea.com/pl/pl/images/products/kritter-krzeselko-dzieciece-bialy__0727967_pe735971_s5.jpg?f=s,True
90365180,https://www.ikea.com/pl/pl/p/mammut-stolik-dzieciecy-do-wewnatrz-na-zewnatrz-niebieski-90365180/,"IKEA MAMMUT Стіл дитячий внутрішній / вуличний синій,","<p>Міцні та легкі меблі MAMMUT легко витримають примхи погоди та навіть найзапекліші ігри. Чудово підходить для використання на відкритому повітрі та легко очищається, коли приходить час переходити всередину.</p><br> <strong> Інформація про Продукт</strong><br ><br>Предмет меблів легкий, але стійкий, і дитина може переносити його з кімнати в кімнату або в сад.<br >Виготовлений з нешкідливого пластику, того ж матеріалу, що використовується для виробництва дитячих пляшечок, одноразових підгузників і контейнерів для їжі.<br >Він також ідеально підходить для використання на вулиці, оскільки виготовлений із матеріалів, стійких до дощу, сонця, снігу та бруду.<br >Проста збірка - просто з'єднайте елементи одним клацанням.<br ><br><strong> Дизайнер</strong><br >M Kjelstrup / A Östgaard<br><br><strong>Матеріали</strong><br >Поліпропіленовий пластик<br >Догляд<br >Протріть вологою тканиною.<br >Wycierać czystą suchą tkaniną<br><br><strong>Розміри</strong><br><br>Висота :  48 см<br >Діаметр :  85 см",903.651.80,179.0,1.3,7.5,0,1745.2500000000002,https://www.ikea.com/pl/pl/images/products/mammut-stolik-dzieciecy-do-wewnatrz-na-zewnatrz-niebieski__0735844_pe740211_s5.jpg?f=s,True
19102659,https://www.ikea.com/pl/pl/p/trofast-regal-z-pojemnikami-jasna-sosna-bejcowana-na-bialo-bialy-s19102659/,"IKEA TROFAST Книжкова шафа з ящиками, сосна біла морилка / біла,","<p>Дітям потрібне місце для ігор - і гарне місце для зберігання іграшок, наприклад TROFAST - серія міцних дерев'яних рам і легких пластикових контейнерів, які дитина може легко висунути, пересунути і поставити назад.</p><br> <strong> Інформація про Продукт</strong><br ><br>Весела та довговічна серія меблів для зберігання та впорядкування іграшок, сидіння, ігор та відпочинку.<br >Каркас має серію пазів, тож ви можете вставляти ящики та полиці, куди завгодно, і змінювати їх положення в будь-який момент.<br >Низький предмет меблів з місцем для зберігання, підігнаним під зріст дитини. Дітям легше дістатися і прибрати свої речі.<br ><br><strong> Дизайнер</strong><br >Копенгагенська студія<br><br><strong>Матеріали</strong><br >рамка<br >Масив сосни, тонований прозорим акриловим лаком<br >Контейнер<br >Поліпропіленовий пластик<br >Догляд<br >Протріть вологою тканиною.<br >Протріть сухою тканиною.<br><br><strong>Розміри</strong><br><br>Ширина :  93 см<br >- Глибина :  44 см<br >Висота :  52 см",191.026.59,499.0,1.3,7.5,0,4865.25,https://www.ikea.com/pl/pl/images/products/trofast-regal-z-pojemnikami-jasna-sosna-bejcowana-na-bialo-bialy__0351184_pe547497_s5.jpg?f=s,True
69428325,https://www.ikea.com/pl/pl/p/smastad-platsa-szafa-bialy-bialy-z-4-szufladami-s69428325/,"IKEA SMÅSTAD / PLATSA Шафа, білий, білий / з 4 ящиками,","<p>Дитина може використовувати цю шафу протягом багатьох років, оскільки вона досить глибока, щоб вмістити дорослі вішалки, і має аксесуари, які можна переміщати, коли дитина росте.</p><br> <strong> Інформація про Продукт</strong><br ><br>У комплект входять регульовані ніжки, завдяки яким він стійко стоїть навіть на нерівній підлозі.<br><br><strong>Матеріали</strong><br >Корпус / полку<br >ДВП, паперова фольга, ДСП, стільниковий папір (100% перероблений)<br >Двері/лицьова панель ящика<br >ДВП, акрилова фарба<br >Петлі, що самозакриваються<br >Петля:<br >сталь, плакована міддю<br >Urządzenie cicho zamykające:<br >tworzywo acetalowe<br >Szuflada<br >Bok szuflady/ Tył szuflady:<br >Płyta wiórowa, Folia plastikowa<br >Dno szuflady:<br >Płyta pilśniowa, Farba akrylowa<br >Haczyk i zacisk<br >stal, Epoksydowa/poliestrowa powłoka proszkowa, Epoksydowa/poliestrowa powłoka proszkowa<br >Noga regulowana<br >stal, Tworzywo polipropylenowe, galwanizowane<br >Regulowany drążek ubraniowy<br >Rurka:<br >stal, Epoksydowa/poliestrowa powłoka proszkowa<br >Połączenie:<br >Tworzywo polipropylenowe<br >Mocowanie hamujące:<br >guma syntetyczna<br >Szyna do zawieszania<br >stal, Epoksydowa/poliestrowa powłoka proszkowa<br><br><strong>Розміри</strong><br><br>- Глибина :  57 см<br >Зріст :  181 см<br >Ширина :  60 см",694.283.25,935.0,1.3,7.5,0,9116.25,https://www.ikea.com/pl/pl/images/products/smastad-platsa-szafa-bialy-bialy-z-4-szufladami__0925816_pe788905_s5.jpg?f=s,False
90469489,https://www.ikea.com/pl/pl/p/smussla-stolik-nocny-regal-bialy-90469489/,"IKEA SMUSSLA Тумбочка/книжкова шафа, білий","<p>Зібравши ніжки різними способами, ви можете відрегулювати висоту молодіжного ліжка, висувного ліжка, односпального ліжка або засунути його під стіл.</p><br> <strong> Інформація про Продукт</strong><br ><br>Тумбочка / полиця легко збирається.<br >Розміри тумбочки підходять для більшості ноутбуків.<br >На маленьку ручку ваша дитина зможе повісити навушники або все, що забажає під рукою.<br >Якщо вам потрібно багато місця в ящику замість кількох відділень, просто зніміть полицю.<br >Як завжди, перспектива та безпека дитини є нашим головним пріоритетом. Тому розміри кришки та ручки регулюються, щоб зменшити ризик травмування вашої дитини.<br ><br><strong> Дизайнер</strong><br >IKEA зі Швеції<br><br><strong>Матеріали</strong><br >ДСП, акрилова фарба<br >Догляд<br >Витріть насухо чистою тканиною<br><br><strong>Розміри</strong><br><br>Глибина :  32 см<br >Висота ніжок :  8 см<br >Висота в горизонтальному положенні :  43 см<br >Висота по вертикалі :  59 см<br >Ширина, горизонтальне положення :  51 см<br >Ширина по вертикалі :  35 см",904.694.89,179.0,1.3,7.5,0,1745.2500000000002,https://www.ikea.com/pl/pl/images/products/smussla-stolik-nocny-regal-bialy__0931281_pe791191_s5.jpg?f=s,True
464028,https://www.ikea.com/pl/pl/p/trofast-pojemnik-szary-00464028/,"IKEA TROFAST Контейнер, сірий,","<p>Ця темно-сіра коробка ідеально підходить для зберігання кубиків, м’яких тварин і книг. Він виготовлений із міцного пластику та підходить для рам TROFAST, але його також можна поставити один на одного на підлозі, якщо додати кришку.</p><br> <strong> Інформація про Продукт</strong><br ><br>Підходить до рам TROFAST.<br >Продукти можна складати один на одного.<br><br><strong>Матеріали</strong><br >Поліпропіленовий пластик<br >Догляд<br >Протріть вологою тканиною.<br >Протріть сухою тканиною.<br><br><strong>Розміри</strong><br><br>Ширина :  42 см<br >Глибина :  30 см<br >Висота :  23 см",004.640.28,20.0,1.3,7.5,0,0.0,https://www.ikea.com/pl/pl/images/products/trofast-pojemnik-szary__0807030_pe770214_s5.jpg?f=s,True
60357737,https://www.ikea.com/pl/pl/p/utter-stolik-dzieciecy-do-wewnatrz-na-zewnatrz-bialy-60357737/,IKEA UTTER Стіл дитячий кімнатний / вуличний / білий,"<p>Предмет меблів легкий, але стійкий, і дитина може переносити його з кімнати в кімнату або в сад.</p><br> <strong> Інформація про Продукт</strong><br ><br>Він також ідеально підходить для використання на вулиці, оскільки виготовлений із матеріалів, стійких до дощу, сонця, снігу та бруду.<br >Легка збірка без інструментів і гвинтів.<br >Предмети можна скласти, щоб займати менше місця, коли вони не використовуються.<br ><br><strong> Дизайнер</strong><br >К Хагберг / М Хагберг<br><br><strong>Матеріали</strong><br >Армований поліпропіленовий пластик<br >Догляд<br >За потреби протріть м’якою тканиною, змоченою у воді та м’якому неабразивному мийному засобі або милі.<br><br><strong>Розміри</strong><br><br>Довжина :  58 см<br >Ширина :  42 см<br >Висота :  43 см",603.577.37,79.99,1.3,7.5,0,779.9024999999999,https://www.ikea.com/pl/pl/images/products/utter-stolik-dzieciecy-do-wewnatrz-na-zewnatrz-bialy__0735850_pe740210_s5.jpg?f=s,True
20273594,https://www.ikea.com/pl/pl/p/flisat-biurko-dla-dziecka-regulowane-20273594/,"IKEA FLISAT Дитяча парта, регульована","<p>Три різні висоти, стільниця, що нахиляється, і тримач рулону паперу для малювання MÅLA. Цей стіл так само хороший як для саморобки, так і для виконання домашніх завдань. Можна сказати, що воно зростає разом із завданням. Схожий на вашу дитину.</p><br> <strong> Інформація про Продукт</strong><br ><br>Стіл можна встановити на трьох рівнях, тому його можна використовувати для виконання домашньої або художньої роботи протягом багатьох років.<br >Стільницю можна нахиляти, щоб дитина могла змінювати положення під час роботи.<br >Канавка запобігає ковзанню кулькових ручок та інших дрібних предметів під час нахилу столу.<br >Ваша дитина завжди може мати під рукою папір для малювання, тому що парта має тримач, який підходить для рулону паперу для малювання MÅLA.<br >Якщо вам потрібен додатковий простір для зберігання, ви можете додати ящики TROFAST, які відповідають планкам під столом.<br ><br><strong> Дизайнер</strong><br >С. Фагер / Дж. Карлссон<br><br>Materiały<br >Podstawa:<br >Lita sosna, Barwione bezbarwnym lakierem akrylowym<br >Panel górny:<br >Płyta pilśniowa, Farba akrylowa<br >Pielęgnacja<br >Wycierać szmatką zwilżoną delikatnym środkiem do czyszczenia.<br >Wycierać czystą, suchą szmatką.<br><br><strong>Розміри</strong><br><br>Ширина :  92 см<br >- Глибина :  67 см<br >Мінімальна висота :  53 см<br >Максимальна висота :  72 см","202 735,94",449.0,1.3,7.5,0,4377.75,https://www.ikea.com/pl/pl/images/products/flisat-biurko-dla-dziecka-regulowane__0735857_pe740222_s5.jpg?f=s,True
10519501,https://www.ikea.com/pl/pl/p/pahl-nadstawka-do-biurka-bialy-10519501/,"IKEA PÅHL Настільна надставка, біла,","<p>Ця біла верхня полиця збільшує стіл PÅHL у висоту. Легко встановлюється та пропонує багато місця для книг, швидкозшивачів або предметів, які ви хочете виставити.</p><br> <strong> Інформація про Продукт</strong><br ><br>Настільна полиця дозволяє легко зберігати та виставляти все: від ручок і паперу до книг та іграшок.<br ><br><strong> Дизайнер</strong><br >S Fager / J Jelinek<br><br><strong>Матеріали</strong><br >Основні частини:<br >ДСП, друкована акрилова фарба, пластик АБС<br >Регульована полиця:<br >ДСП, ДВП, друкована акрилова фарба, АБС-пластик<br >Задня панель:<br >ДВП, фольга<br >Догляд<br >Протріть м’яким мильним розчином<br >Протріть сухою тканиною.<br><br><strong>Розміри</strong><br><br>Ширина :  64 см<br >Глибина :  17 см<br >Висота :  60 см",105.195.01,100.0,1.3,7.5,0,975.0,https://www.ikea.com/pl/pl/images/products/pahl-nadstawka-do-biurka-bialy__0727235_pe735561_s5.jpg?f=s,True
